Date;Open;High;Low;Close;Volume;Market Cap
10.10.2019;8,585.28;8,625.27;8,471.93;8,586.47;17,618,660,671;154,430,515,160
9.10.2019;8,229.84;8,627.71;8,169.30;8,595.74;19,384,942,333;154,579,656,110
8.10.2019;8,246.85;8,332.72;8,185.76;8,228.78;15,592,264,032;147,966,069,982
7.10.2019;7,989.12;8,308.45;7,905.77;8,245.62;18,009,742,607;148,252,589,805
6.10.2019;8,149.88;8,161.41;7,958.85;7,988.16;13,160,830,305;143,607,672,862
5.10.2019;8,210.15;8,215.53;8,071.12;8,151.50;12,200,497,197;146,529,229,668
4.10.2019;8,259.49;8,260.06;8,151.24;8,205.94;13,139,456,229;147,491,804,056
3.10.2019;8,390.77;8,414.23;8,146.44;8,259.99;13,668,823,409;148,448,162,840
2.10.2019;8,344.21;8,393.04;8,227.70;8,393.04;13,125,712,443;150,823,797,662
1.10.2019;8,299.72;8,497.69;8,232.68;8,343.28;15,305,343,413;149,913,972,768
30.9.2019;8,104.23;8,314.23;7,830.76;8,293.87;17,115,474,184;149,011,567,415
29.9.2019;8,246.04;8,261.71;7,990.50;8,104.19;13,034,629,109;145,590,374,681
28.9.2019;8,251.27;8,285.62;8,125.43;8,245.92;14,141,152,736;148,122,503,616
27.9.2019;8,113.10;8,271.52;7,965.92;8,251.85;16,408,941,156;148,212,635,834
26.9.2019;8,487.67;8,515.69;7,895.63;8,118.97;19,258,205,289;145,812,492,488
25.9.2019;8,603.43;8,744.83;8,325.40;8,486.99;21,744,728,353;152,404,005,091
24.9.2019;9,729.32;9,804.32;8,370.80;8,620.57;25,002,886,689;154,785,821,876
23.9.2019;10,067.96;10,074.24;9,727.14;9,729.32;15,144,925,408;174,674,558,023
22.9.2019;10,024.12;10,074.44;9,922.53;10,070.39;13,199,651,699;180,784,051,699
21.9.2019;10,183.65;10,188.10;10,000.71;10,019.72;13,425,266,806;179,853,287,294
20.9.2019;10,266.32;10,285.87;10,132.19;10,181.64;14,734,189,639;182,738,947,696
19.9.2019;10,200.50;10,295.67;9,851.69;10,266.41;19,937,691,247;184,240,949,577
18.9.2019;10,247.80;10,275.93;10,191.47;10,198.25;16,169,268,880;182,998,899,156
17.9.2019;10,281.51;10,296.77;10,199.74;10,241.27;15,304,603,363;183,748,515,828
16.9.2019;10,347.22;10,386.87;10,189.74;10,276.79;15,160,167,779;184,366,827,555
15.9.2019;10,356.47;10,387.03;10,313.09;10,347.71;12,043,433,567;185,618,174,384
14.9.2019;10,345.40;10,422.13;10,291.69;10,358.05;13,468,713,124;185,784,300,332
13.9.2019;10,415.36;10,441.49;10,226.60;10,360.55;14,109,864,675;185,809,163,035
12.9.2019;10,176.82;10,442.25;10,099.24;10,410.13;15,323,563,925;186,678,943,059
11.9.2019;10,123.03;10,215.95;9,980.78;10,178.37;15,428,063,426;182,502,788,242
10.9.2019;10,336.41;10,394.35;10,020.57;10,115.98;14,906,809,639;181,360,731,383
9.9.2019;10,443.23;10,450.31;10,144.93;10,334.97;17,595,943,368;185,263,578,990
8.9.2019;10,518.11;10,595.64;10,409.09;10,441.28;13,670,567,493;187,150,078,007
7.9.2019;10,353.93;10,558.67;10,348.92;10,517.25;15,307,366,477;188,488,525,926
6.9.2019;10,578.20;10,898.76;10,292.30;10,353.30;19,536,574,783;185,530,405,363
5.9.2019;10,588.18;10,627.27;10,516.42;10,575.53;14,551,239,508;189,492,405,383
4.9.2019;10,621.18;10,762.64;10,434.71;10,594.49;16,742,664,769;189,810,010,608
3.9.2019;10,345.73;10,736.10;10,308.55;10,623.54;19,384,917,989;190,312,487,956
2.9.2019;9,757.47;10,396.59;9,730.65;10,346.76;17,248,102,294;185,333,114,163
1.9.2019;9,630.59;9,796.76;9,582.94;9,757.97;11,445,355,859;174,768,292,883
31.8.2019;9,597.54;9,673.22;9,531.80;9,630.66;11,454,806,419;172,470,743,516
30.8.2019;9,514.84;9,656.12;9,428.30;9,598.17;13,595,263,986;171,869,216,524
29.8.2019;9,756.79;9,756.79;9,421.63;9,510.20;17,045,878,501;170,274,910,132
28.8.2019;10,203.43;10,279.37;9,716.66;9,754.42;17,603,790,323;174,627,460,400
27.8.2019;10,372.83;10,381.33;10,087.30;10,185.50;14,762,609,503;182,325,540,955
26.8.2019;10,126.30;10,512.33;10,126.30;10,370.82;18,438,654,080;185,625,235,889
25.8.2019;10,160.74;10,304.62;10,008.79;10,138.52;14,153,856,610;181,450,186,164
24.8.2019;10,407.64;10,418.02;9,982.30;10,159.96;15,451,030,650;181,813,631,752
23.8.2019;10,136.31;10,442.44;10,078.19;10,407.97;15,627,023,886;186,231,409,722
22.8.2019;10,142.52;10,233.00;9,831.46;10,131.06;17,097,508,856;181,257,125,783
21.8.2019;10,764.57;10,798.73;9,962.72;10,138.05;19,473,084,768;181,364,502,142
20.8.2019;10,916.35;10,947.04;10,618.96;10,763.23;15,053,082,175;192,530,283,565
19.8.2019;10,350.28;10,916.05;10,313.20;10,916.05;16,038,264,603;195,243,306,008
18.8.2019;10,233.01;10,487.07;10,119.09;10,345.81;12,999,813,869;185,022,920,955
17.8.2019;10,358.72;10,452.62;10,086.70;10,231.74;13,778,035,685;182,966,857,173
16.8.2019;10,319.42;10,524.35;9,855.48;10,374.34;20,228,207,096;185,500,055,339
15.8.2019;10,038.42;10,437.41;9,675.32;10,311.55;22,899,115,082;184,357,666,577
14.8.2019;10,889.49;10,889.56;10,028.14;10,051.70;19,990,838,300;179,692,803,424
13.8.2019;11,385.05;11,420.05;10,830.33;10,895.83;16,681,503,537;194,762,696,644
12.8.2019;11,528.19;11,528.19;11,320.95;11,382.62;13,647,198,229;203,441,494,985
11.8.2019;11,349.74;11,523.58;11,248.29;11,523.58;15,774,371,518;205,941,632,235
10.8.2019;11,861.56;11,915.66;11,323.90;11,354.02;18,125,355,447;202,890,020,455
9.8.2019;11,953.47;11,970.46;11,709.75;11,862.94;18,339,989,960;211,961,319,133
8.8.2019;11,954.04;11,979.42;11,556.17;11,966.41;19,481,591,730;213,788,089,212
7.8.2019;11,476.19;12,036.99;11,433.70;11,941.97;22,194,988,641;213,330,426,789
6.8.2019;11,811.55;12,273.82;11,290.73;11,478.17;23,635,107,660;205,023,347,814
5.8.2019;10,960.74;11,895.09;10,960.74;11,805.65;23,875,988,832;210,848,822,060
4.8.2019;10,821.63;11,009.21;10,620.28;10,970.18;16,530,894,787;195,907,875,403
3.8.2019;10,519.28;10,946.78;10,503.50;10,821.73;15,352,685,061;193,233,960,601
2.8.2019;10,402.04;10,657.95;10,371.01;10,518.17;17,489,094,082;187,791,090,996
1.8.2019;10,077.44;10,446.92;9,922.02;10,399.67;17,165,337,858;185,653,203,391
31.7.2019;9,604.05;10,085.63;9,598.10;10,085.63;16,631,520,648;180,028,959,603
30.7.2019;9,522.33;9,701.76;9,437.34;9,607.42;13,829,811,132;171,472,452,506
29.7.2019;9,548.18;9,681.65;9,472.95;9,519.15;13,791,445,323;169,880,343,827
28.7.2019;9,491.63;9,575.55;9,252.30;9,552.86;13,738,687,093;170,461,958,074
27.7.2019;9,871.16;10,167.32;9,411.52;9,477.68;16,817,809,536;169,099,540,423
26.7.2019;9,913.13;9,916.52;9,717.98;9,870.30;14,495,714,483;176,085,968,354
25.7.2019;9,809.10;10,154.25;9,773.96;9,911.84;15,821,952,091;176,806,451,137
24.7.2019;9,887.73;9,908.80;9,614.31;9,811.93;17,398,734,322;175,005,760,794
23.7.2019;10,346.75;10,346.75;9,883.60;9,900.77;17,851,916,995;176,572,890,702
22.7.2019;10,596.95;10,651.79;10,154.92;10,343.11;16,334,414,913;184,443,440,748
21.7.2019;10,777.53;10,841.89;10,389.60;10,599.11;17,130,580,467;188,987,475,962
20.7.2019;10,525.82;11,048.66;10,451.28;10,767.14;20,206,615,155;191,963,691,255
19.7.2019;10,653.96;10,716.98;10,229.63;10,530.73;20,727,426,310;187,725,578,628
18.7.2019;9,698.50;10,736.84;9,376.80;10,666.48;25,187,024,648;190,129,918,121
17.7.2019;9,471.21;9,963.13;9,163.13;9,693.80;24,569,921,549;172,777,250,515
16.7.2019;10,896.65;10,996.63;9,448.11;9,477.64;24,151,199,070;168,908,640,950
15.7.2019;10,257.84;11,052.77;9,992.01;10,895.09;25,384,047,207;194,147,627,475
14.7.2019;11,381.02;11,451.20;10,234.58;10,256.06;22,486,000,001;182,741,933,552
13.7.2019;11,813.13;11,841.96;10,908.48;11,392.38;21,042,616,384;202,968,191,001
12.7.2019;11,354.30;11,905.49;11,179.14;11,815.99;23,534,692,797;210,494,417,832
11.7.2019;12,139.71;12,144.62;11,158.92;11,358.66;28,595,327,690;202,324,174,692
10.7.2019;12,571.54;13,129.53;11,710.98;12,156.51;33,627,574,244;216,515,999,522
9.7.2019;12,284.33;12,779.13;12,233.26;12,573.81;28,167,921,523;223,928,128,583
8.7.2019;11,446.60;12,345.83;11,393.37;12,285.96;23,482,551,458;218,778,355,444
7.7.2019;11,217.62;11,541.62;11,148.80;11,450.85;19,369,044,277;203,881,891,346
6.7.2019;10,982.54;11,620.97;10,982.54;11,208.55;21,092,024,306;199,546,110,914
5.7.2019;11,203.10;11,395.66;10,874.96;10,978.46;23,838,480,210;195,424,678,267
4.7.2019;11,972.72;12,006.08;11,166.57;11,215.44;25,920,294,033;199,617,404,432
3.7.2019;10,818.16;11,968.08;10,818.16;11,961.27;30,796,494,294;212,867,079,175
2.7.2019;10,588.68;10,912.19;9,737.88;10,801.68;31,015,895,223;192,206,536,806
1.7.2019;10,796.93;11,206.44;10,089.31;10,583.13;29,378,589,324;188,297,637,574
30.6.2019;11,931.99;12,178.38;10,799.01;10,817.16;27,256,473,495;192,442,065,810
29.6.2019;12,400.76;12,400.91;11,508.38;11,959.37;29,923,961,128;212,739,713,110
28.6.2019;11,162.17;12,445.18;10,914.49;12,407.33;35,087,757,766;220,681,459,666
27.6.2019;13,017.12;13,311.14;10,491.85;11,182.81;39,977,475,223;198,878,940,964
26.6.2019;11,778.58;13,796.49;11,755.60;13,016.23;45,105,733,173;231,462,117,209
25.6.2019;11,007.20;11,790.92;11,007.20;11,790.92;24,879,684,533;209,647,943,360
24.6.2019;10,853.74;11,065.90;10,610.43;11,011.10;19,271,652,365;195,762,668,679
23.6.2019;10,696.69;11,246.14;10,556.10;10,855.37;20,998,326,502;192,970,090,355
22.6.2019;10,175.92;11,157.35;10,107.04;10,701.69;29,995,204,861;190,214,124,824
21.6.2019;9,525.07;10,144.56;9,525.07;10,144.56;20,624,008,643;180,293,241,528
20.6.2019;9,273.06;9,594.42;9,232.48;9,527.16;17,846,823,784;169,304,784,791
19.6.2019;9,078.73;9,299.62;9,070.40;9,273.52;15,546,809,946;164,780,855,869
18.6.2019;9,335.47;9,348.37;9,004.90;9,081.76;15,848,210,536;161,353,637,186
17.6.2019;8,988.92;9,416.41;8,988.92;9,320.35;15,562,951,919;165,573,372,261
16.6.2019;8,841.44;9,335.87;8,814.56;8,994.49;23,348,550,311;159,769,423,370
15.6.2019;8,689.75;8,859.13;8,618.40;8,838.38;18,371,033,227;156,982,138,835
14.6.2019;8,230.90;8,710.64;8,183.39;8,693.83;19,831,162,906;154,398,880,249
13.6.2019;8,145.55;8,311.57;8,087.06;8,230.92;18,669,407,147;146,160,317,148
12.6.2019;7,925.43;8,196.65;7,862.36;8,145.86;19,034,432,883;144,634,684,711
11.6.2019;8,004.24;8,026.39;7,772.80;7,927.71;17,107,279,932;140,748,537,530
10.6.2019;7,692.28;8,031.91;7,586.73;8,000.33;18,689,275,118;142,023,351,079
9.6.2019;7,949.67;7,975.97;7,583.22;7,688.08;16,610,726,547;136,465,098,533
8.6.2019;8,036.77;8,076.89;7,837.61;7,954.13;16,522,722,810;141,172,841,635
7.6.2019;7,826.90;8,126.15;7,788.37;8,043.95;19,141,423,231;142,754,693,588
6.6.2019;7,819.63;7,937.34;7,571.47;7,822.02;19,474,611,077;138,800,725,479
5.6.2019;7,704.34;7,901.85;7,668.67;7,824.23;21,760,923,463;138,824,651,666
4.6.2019;8,210.99;8,210.99;7,564.49;7,707.77;24,609,731,549;136,742,790,469
3.6.2019;8,741.75;8,743.50;8,204.19;8,208.99;22,004,511,436;145,619,047,341
2.6.2019;8,565.47;8,809.30;8,561.24;8,742.96;20,266,216,022;155,077,231,351
1.6.2019;8,573.84;8,625.60;8,481.58;8,564.02;22,488,303,544;151,890,214,310
31.5.2019;8,320.29;8,586.66;8,172.55;8,574.50;25,365,190,957;152,059,886,414
30.5.2019;8,661.76;9,008.31;8,221.27;8,319.47;29,246,528,551;147,525,141,134
29.5.2019;8,718.59;8,755.85;8,482.73;8,659.49;23,473,479,966;153,537,047,655
28.5.2019;8,802.76;8,807.02;8,634.72;8,719.96;24,226,919,267;154,590,202,287
27.5.2019;8,674.07;8,907.17;8,668.70;8,805.78;27,949,839,564;156,093,754,762
26.5.2019;8,055.21;8,687.52;7,924.67;8,673.22;26,677,970,092;153,725,486,067
25.5.2019;7,991.89;8,117.93;7,965.98;8,052.54;22,256,813,107;142,708,188,838
24.5.2019;7,881.70;8,140.72;7,824.45;7,987.37;25,919,126,991;141,539,115,575
23.5.2019;7,677.27;7,943.79;7,533.20;7,881.85;24,457,107,820;139,654,107,035
22.5.2019;7,956.29;7,997.61;7,615.99;7,680.07;24,719,473,175;136,063,898,960
21.5.2019;7,977.97;8,062.17;7,843.34;7,963.33;25,127,245,056;141,065,573,610
20.5.2019;8,196.92;8,200.97;7,678.78;7,978.31;23,843,404,340;141,315,695,728
19.5.2019;7,267.96;8,261.94;7,267.96;8,197.69;25,902,422,040;145,185,076,705
18.5.2019;7,341.66;7,447.27;7,251.50;7,271.21;21,354,286,562;128,761,727,083
17.5.2019;7,886.93;7,929.15;7,038.12;7,343.90;30,066,644,905;130,034,777,633
16.5.2019;8,194.50;8,320.82;7,729.61;7,884.91;33,167,197,581;139,599,559,278
15.5.2019;7,989.37;8,216.42;7,899.11;8,205.17;28,344,112,920;145,254,332,460
14.5.2019;7,807.88;8,268.71;7,696.39;7,994.42;32,031,452,227;141,508,656,735
13.5.2019;6,971.18;8,047.41;6,898.28;7,814.92;28,677,672,182;138,316,573,807
12.5.2019;7,203.51;7,503.87;6,815.77;6,972.37;27,773,333,680;123,389,710,222
11.5.2019;6,379.67;7,333.00;6,375.70;7,204.77;28,867,562,329;127,488,435,181
10.5.2019;6,175.82;6,434.62;6,161.52;6,378.85;19,419,875,368;112,863,284,035
9.5.2019;5,982.32;6,183.04;5,982.32;6,174.53;16,784,645,411;109,238,600,750
8.5.2019;5,849.48;5,989.98;5,794.72;5,982.46;15,320,605,300;105,829,143,585
7.5.2019;5,745.60;5,988.18;5,741.40;5,829.50;18,026,409,033;103,112,368,557
6.5.2019;5,791.69;5,802.96;5,653.69;5,746.81;15,737,171,804;101,640,471,056
5.5.2019;5,831.07;5,833.86;5,708.04;5,795.71;14,808,830,723;102,494,420,158
4.5.2019;5,769.20;5,886.89;5,645.47;5,831.17;17,567,780,766;103,112,021,259
3.5.2019;5,505.55;5,865.88;5,490.20;5,768.29;18,720,780,006;101,986,240,859
2.5.2019;5,402.42;5,522.26;5,394.22;5,505.28;14,644,460,907;97,330,112,147
1.5.2019;5,350.91;5,418.00;5,347.65;5,402.70;13,679,528,237;95,501,110,091
30.4.2019;5,247.73;5,363.26;5,224.19;5,350.73;13,878,964,574;94,573,826,828
29.4.2019;5,284.86;5,311.27;5,216.49;5,247.35;13,735,490,672;92,737,510,865
28.4.2019;5,271.75;5,326.23;5,255.68;5,285.14;12,819,992,056;93,391,244,395
27.4.2019;5,279.47;5,310.75;5,233.64;5,268.29;13,111,274,675;93,086,156,556
26.4.2019;5,210.30;5,383.63;5,177.37;5,279.35;16,812,108,040;93,272,287,960
25.4.2019;5,466.52;5,542.24;5,181.34;5,210.52;15,330,283,408;92,046,492,864
24.4.2019;5,571.51;5,642.04;5,418.26;5,464.87;17,048,033,399;96,530,038,144
23.4.2019;5,399.37;5,633.80;5,389.41;5,572.36;15,867,308,108;98,417,387,004
22.4.2019;5,312.49;5,422.69;5,280.28;5,399.37;14,601,631,648;95,354,207,776
21.4.2019;5,335.88;5,359.93;5,257.34;5,314.53;13,731,844,223;93,847,052,256
20.4.2019;5,304.16;5,358.49;5,295.88;5,337.89;13,169,647,522;94,248,717,444
19.4.2019;5,298.15;5,336.68;5,233.34;5,303.81;13,780,238,655;93,638,345,002
18.4.2019;5,251.48;5,319.99;5,250.51;5,298.39;13,256,489,918;93,532,402,741
17.4.2019;5,236.14;5,274.28;5,219.21;5,251.94;12,438,480,677;92,702,617,458
16.4.2019;5,066.58;5,238.95;5,055.19;5,235.56;11,618,660,197;92,404,613,297
15.4.2019;5,167.32;5,196.61;5,024.07;5,067.11;12,290,155,061;89,422,237,603
14.4.2019;5,095.76;5,184.02;5,053.57;5,167.72;10,391,952,498;91,188,595,341
13.4.2019;5,088.85;5,127.12;5,061.59;5,096.59;10,823,289,598;89,925,574,875
12.4.2019;5,061.20;5,103.27;4,955.85;5,089.54;13,675,206,313;89,792,633,045
11.4.2019;5,325.08;5,354.23;5,017.30;5,064.49;16,555,616,019;89,341,168,457
10.4.2019;5,204.11;5,421.65;5,193.38;5,324.55;15,504,590,933;93,918,439,274
9.4.2019;5,289.92;5,289.92;5,167.42;5,204.96;14,722,104,361;91,799,330,425
8.4.2019;5,199.84;5,318.84;5,148.21;5,289.77;17,154,113,634;93,286,365,973
7.4.2019;5,062.79;5,235.19;5,050.41;5,198.90;16,655,416,140;91,674,230,186
6.4.2019;5,036.79;5,205.82;4,992.22;5,059.82;16,929,795,194;89,212,733,450
5.4.2019;4,922.81;5,053.51;4,919.49;5,036.68;16,837,325,387;88,796,118,650
4.4.2019;4,971.31;5,063.16;4,836.79;4,922.80;18,251,810,240;86,778,727,821
3.4.2019;4,879.96;5,307.00;4,876.62;4,973.02;22,899,891,582;87,655,288,145
2.4.2019;4,156.92;4,905.95;4,155.32;4,879.88;21,315,047,816;85,986,009,273
1.4.2019;4,105.36;4,164.95;4,096.90;4,158.18;10,157,794,171;73,269,368,747
31.3.2019;4,105.46;4,113.02;4,094.10;4,105.40;9,045,122,443;72,339,379,036
30.3.2019;4,092.14;4,296.81;4,053.91;4,106.66;9,732,688,060;72,355,190,645
29.3.2019;4,068.30;4,113.50;4,034.10;4,098.37;10,918,665,557;72,202,088,875
28.3.2019;4,087.58;4,094.90;4,040.27;4,069.11;9,353,915,899;71,678,998,915
27.3.2019;3,984.24;4,087.07;3,977.81;4,087.07;10,897,131,934;71,987,847,571
26.3.2019;3,969.23;3,985.08;3,944.75;3,985.08;10,707,678,815;70,184,147,203
