,date,t_volume,t_sum_pos,t_sum_neg,t_sum_neut,t_sum_comp,t_avg_neut,t_avg_pos,t_avg_neg,t_avg_comp,t_zavg_neut,t_zavg_pos,t_zavg_neg,t_zavg_comp,t_nonZero_neut,t_nonZero_pos,t_nonZero_neg,t_nonZero_comp,t_day_of_week,t_is_weekend
0,2019-03-26,72635,6789.477,2215.836,63613.560999999994,15461.908000000001,0.8757976319955944,0.09347390376540235,0.030506450058511735,0.2128713154815172,0.8760267847306378,0.16750492191547628,0.12932391735730125,0.4206062947145073,72616,40533,17134,36761,0,0
1,2019-03-27,78592,7700.942,2158.9040000000005,68721.946,19160.4929,0.8744140116042345,0.09798633448697068,0.027469767915309452,0.2437969882430782,0.8746143253493521,0.17084350874079332,0.12869003338102053,0.46513953584346857,78574,45076,16776,41193,0,0
2,2019-03-28,78766,7491.213,2429.966,68835.597,17701.770600000003,0.8739252596297894,0.09510719091994008,0.03085044308457964,0.22473872736967732,0.874102819047619,0.16467823697515938,0.13234388105223027,0.42998859794014777,78750,45490,18361,41168,0,0
3,2019-03-29,70494,6793.746999999999,2186.1050000000005,61508.604999999996,15623.195300000003,0.8725367407155218,0.09637340766590063,0.031011220813118853,0.22162446874911343,0.8726729140360087,0.1689314451959419,0.1308026685813439,0.4355261847680643,70483,40216,16713,35872,0,0
4,2019-03-30,71713,6938.961,2726.259,62041.79300000001,14089.0469,0.8651401140657902,0.09676015506254096,0.03801624531117092,0.19646433561557874,0.8652728375777525,0.16482484144516496,0.13453042190969652,0.4179113961973126,71702,42099,20265,33713,0,0
5,2019-03-31,62468,6022.011,1943.868,54494.12400000001,13557.6306,0.8723526285458156,0.09640153358519563,0.03111782032400589,0.21703321060382916,0.8725481794600828,0.1677440389972145,0.12797866877345446,0.42849654235145385,62454,35900,15189,31640,0,0
6,2019-04-01,78742,7505.377000000001,2342.848,68887.789,17240.4252,0.8748544487059003,0.09531605750425441,0.029753473368723173,0.2189482766503264,0.8750544814795996,0.16606653390861825,0.1229196222455404,0.4233584264420598,78724,45195,19060,40723,0,0
7,2019-04-02,134040,12046.887999999999,4270.8820000000005,117675.76199999999,25903.552700000004,0.8779152641002684,0.08987532079976125,0.031862742464935846,0.19325240749030143,0.8783674228004568,0.16382745396687245,0.12598843623705716,0.39398835992516773,133971,73534,33899,65747,0,0
8,2019-04-03,127123,12461.145,3992.1860000000006,110642.941,28289.830500000004,0.8703613114857265,0.09802431503347152,0.03140412041880699,0.2225390409288642,0.8707517431885792,0.17218898976080918,0.11757284641437198,0.4290303234807929,127066,72369,33955,65939,0,0
9,2019-04-04,121218,8988.432999999999,8822.483999999999,103379.59999999999,10953.623800000001,0.8528403372436436,0.0741509759276675,0.07278196307479086,0.09036301374383343,0.8531359345084835,0.16878418522552294,0.17006542398365362,0.22666108926871667,121176,53254,51877,48326,0,0
10,2019-04-05,116221,8379.644000000002,8115.695,99708.498,9914.2851,0.8579215288114885,0.07210094561223877,0.06982985002710353,0.08530545340342967,0.8581430403387527,0.16878109893651308,0.16718224703361897,0.22125162017406827,116191,49648,48544,44810,0,0
11,2019-04-06,81582,7350.255000000001,2850.3300000000004,71373.91900000001,15677.632099999999,0.8748733666740214,0.09009652864602487,0.034938221666544096,0.19217023485572796,0.8750342540488188,0.16545312324141814,0.12795519841982406,0.39382129920369763,81567,44425,22276,39809,0,0
12,2019-04-07,75877,7297.168,2077.127,66481.999,16874.339,0.8761811747960514,0.09617101361413867,0.027374922572057408,0.22239069810350962,0.8765855198966271,0.17063411668420436,0.11556929839203249,0.43404426781901895,75842,42765,17973,38877,0,0
13,2019-04-08,86728,8207.981000000002,2767.3790000000004,75733.823,17855.9001,0.8732338229868094,0.09464049672539436,0.03190871460197399,0.20588391407619222,0.8735662148912856,0.1720065592321717,0.1268916043835114,0.4165029996967647,86695,47719,21809,42871,0,0
14,2019-04-09,92907,8007.618,4232.827,80623.523,13741.036399999999,0.8677873895400777,0.08618960896380251,0.045559828645850155,0.1479009805504429,0.8683575275186869,0.1633740971967193,0.15203573865881256,0.32705072950136854,92846,49014,27841,42015,0,0
15,2019-04-10,88072,7906.657,3353.529,76785.51999999999,15514.549200000001,0.8718493959487691,0.08977492279044419,0.03807713007539286,0.1761575665364702,0.8723842850326069,0.1641440968257593,0.14263052909152774,0.3658401528013583,88018,48169,23512,42408,0,0
16,2019-04-11,88243,8251.936,3085.245,76840.412,17879.635,0.8707819543759845,0.09351377446369684,0.03496305655972712,0.20261816801332683,0.8715819967786574,0.16209188944980257,0.12899799305933018,0.40050254239186434,88162,50909,23917,44643,0,0
17,2019-04-12,82973,7981.903,3122.9640000000004,71846.252,17006.0715,0.8658991720198136,0.09619879960951153,0.03763831607872441,0.20495910115338722,0.8662019193672839,0.1580887898593781,0.1268517811446444,0.388568100808847,82944,50490,24619,43766,0,0
18,2019-04-13,70398,6734.039999999999,2391.3949999999995,61257.19899999999,14772.260900000001,0.8701553879371572,0.09565669479246568,0.033969644023977945,0.2098392127617262,0.8704768800090944,0.1619810934981839,0.12360546854809529,0.40744320664165934,70372,41573,19347,36256,0,0
19,2019-04-14,69595,6506.5289999999995,1943.379,61125.240000000005,14915.968200000001,0.8782993031108557,0.09349132840002873,0.02792411811193333,0.21432528486241828,0.8786907020872866,0.16240337959265175,0.12003576281655343,0.4170199116528741,69564,40064,16190,35768,0,0
20,2019-04-15,93866,8201.62,3039.85,82609.31899999999,16911.9743,0.8800771205761403,0.08737583363518207,0.03238499563207125,0.1801714603796902,0.8804616999733546,0.16074358622581975,0.1368069306930693,0.37550455837292956,93825,51023,22220,45038,0,0
21,2019-04-16,88200,7892.146000000001,3094.987,77192.78199999999,15508.54,0.8752016099773242,0.08948011337868482,0.035090555555555555,0.17583378684807258,0.8755192586879592,0.16031497694448396,0.13509327804452204,0.36525919121976497,88168,49229,22910,42459,0,0
22,2019-04-17,83597,7744.847000000001,2775.643,73015.015,15978.9406,0.8734166895941242,0.0926450351089154,0.03320266277497996,0.19114251229111093,0.8742951995497706,0.16499812522635762,0.12768621768331953,0.3872556007949203,83513,46939,21738,41262,0,0
23,2019-04-18,83411,7253.696000000001,2350.2430000000004,73774.543,16085.659300000001,0.8844701897831222,0.08696330220234742,0.02817665535720709,0.1928481770989438,0.8850325463662756,0.16395497491071834,0.1319693974956483,0.40485400432900437,83358,44242,17809,39732,0,0
24,2019-04-19,81790,7374.979,2517.8459999999995,71884.673,16245.7531,0.8788931776500795,0.0901696906712312,0.03078427680645555,0.1986276207360313,0.87910814479638,0.16701342905022873,0.13497619813444836,0.407846587000728,81770,44158,18654,39833,0,0
25,2019-04-20,75695,6748.992,2569.9240000000004,66358.452,14240.0286,0.87665568399498,0.08916034084153511,0.03395104035933682,0.18812376775216327,0.8770496292673902,0.16504834804724758,0.13627765404602823,0.39169381378077295,75661,40891,18858,36355,0,0
26,2019-04-21,74884,7057.747999999999,2642.833,65168.386000000006,14627.105800000001,0.8702578120826879,0.09424907857486244,0.03529235884835212,0.19533018802414404,0.8706182250544401,0.1664366937861101,0.13992868110340445,0.3890601606553889,74853,42405,18887,37596,0,0
27,2019-04-22,86434,8326.22,2738.832,75366.916,18489.103600000002,0.8719591364509336,0.09633037924890667,0.03168697503297314,0.21391007705301157,0.8722921725442992,0.16812834440562968,0.13454666928669679,0.4176629529231048,86401,49523,20356,44268,0,0
28,2019-04-23,101814,9362.435,3302.4739999999993,89145.69300000001,19938.9741,0.8755740173257117,0.09195626338224605,0.032436344707014744,0.1958372532264718,0.8757890636512787,0.17040269006060826,0.13368716350240858,0.40622145913128516,101789,54943,24703,49084,0,0
29,2019-04-24,91921,8545.607,2984.293,80389.27899999998,18100.733799999998,0.87454748098911,0.09296686284962087,0.03246584567182689,0.1969161976044647,0.8747378048116994,0.16742304376787742,0.13306103977171393,0.39977767519932855,91901,51042,22428,45277,0,0
30,2019-04-25,89453,8501.267,3068.8940000000002,77865.122,18147.2375,0.8704584754004897,0.09503613070551016,0.034307334577934785,0.20286896470772361,0.870750500430538,0.16132967074675017,0.1340538155768139,0.393811711985417,89423,52695,22893,46081,0,0
31,2019-04-26,86683,8021.741,3361.732,75280.776,15730.3446,0.868460667028137,0.09254110956012136,0.0387819064868544,0.18146977608066173,0.8688114670852183,0.1607692199775533,0.1374547982172793,0.36556692075296304,86648,49896,24457,43030,0,0
32,2019-04-27,70461,6812.833,2289.256,61339.018000000004,14830.6062,0.8705385674344673,0.09668941684052171,0.03248968933168703,0.2104796440584153,0.8708722775932078,0.16666258133959586,0.128350302758466,0.40814063351404906,70434,40878,17836,36337,0,0
33,2019-04-28,71247,7112.142,2227.716,61890.177,15922.1768,0.8686706387637375,0.09982373994694513,0.03126750600025264,0.22347855769365726,0.8689633545343499,0.1693689750428653,0.12359720372836218,0.42484062116441645,71223,41992,18024,37478,0,0
34,2019-04-29,80234,7779.695999999999,2622.425,69810.93000000001,16968.3304,0.8700916070493807,0.09696258444051149,0.03268470972405713,0.21148553481067875,0.8705798800334211,0.16590314119378158,0.1311474794958992,0.4115031017339638,80189,46893,19996,41235,0,0
35,2019-04-30,88615,8317.498000000001,2575.928,77703.181,19549.808399999998,0.8768626191953958,0.09386106189697005,0.0290687581109293,0.22061511482254695,0.8772189909572246,0.16204917489820175,0.1287964,0.42793556606251637,88579,51327,20000,45684,0,0
36,2019-05-01,84961,7981.279,2530.2609999999995,74424.962,18267.230700000004,0.8759897129271077,0.09394050211273408,0.029781440896411288,0.21500724685443914,0.8763507288698397,0.16450479213471567,0.12962402663934425,0.41616691802979916,84926,48517,19520,43894,0,0
37,2019-05-02,90067,8786.046,2793.0870000000004,78473.04800000001,20022.743000000002,0.871274140362175,0.09755011269388345,0.031011213874115942,0.22230942520568023,0.8715934869049471,0.1681475541606063,0.12861292996270204,0.4220556691469405,90034,52252,21717,47441,0,0
38,2019-05-03,100065,9182.504,3180.63,87687.842,19648.6975,0.8763088192674762,0.09176539249487833,0.03178563933443262,0.19635934142807174,0.8766241989822952,0.16804231022619137,0.1356634676903391,0.40107567870994076,100029,54644,23445,48990,0,0
39,2019-05-04,80136,7388.127,2841.2070000000003,69900.912,15498.4187,0.8722785265049415,0.09219485624438455,0.03545481431566338,0.19340145128281921,0.8724853901169539,0.16620086383371202,0.1312032786885246,0.3869381010635642,80117,44453,21655,40054,0,0
40,2019-05-05,74001,7404.768000000001,2648.603,63931.765,16095.991899999999,0.8639310955257361,0.10006308022864557,0.03579144876420589,0.21751046472344968,0.8641996945037714,0.17316234039567843,0.12653368048920313,0.4238352660821023,73978,42762,20932,37977,0,0
41,2019-05-06,85394,8171.018,2858.9030000000007,74360.399,17877.7825,0.8707918472023796,0.09568609035763637,0.033478968077382494,0.20935642433894655,0.8709550352549837,0.16477480892939966,0.12959669084315506,0.40356168171557566,85378,49589,22060,44300,0,0
42,2019-05-07,91593,8718.599,2790.264,80069.386,20151.550100000004,0.8741867391612896,0.09518848601967399,0.03046372539386198,0.22001190156453007,0.8744922619892749,0.16357596622889306,0.1303678923515395,0.4215364522539484,91561,53300,21403,47805,0,0
43,2019-05-08,122694,11299.006,6675.017000000001,104703.09999999999,15991.032500000001,0.8533677278432522,0.09209094169234029,0.05440377687580485,0.13033263647774138,0.8536321093138534,0.1588947546055407,0.13876508741658525,0.27917792733811697,122656,71110,48103,57279,0,0
44,2019-05-09,109158,9931.005000000001,4473.2519999999995,94739.66799999999,18159.6316,0.8679131900547828,0.09097826086956523,0.04097960754136206,0.16636097766540245,0.8682074761045078,0.16844202652735848,0.1420305445308779,0.35471494481883,109121,58958,31495,51195,0,0
45,2019-05-10,110372,10257.538999999999,3872.5969999999998,96235.705,21873.9514,0.8719213659261407,0.09293606168231072,0.035086770195339394,0.19818388178161128,0.8721663298320661,0.16353712354319785,0.13039925247491413,0.39430997223924724,110341,62723,29698,55474,0,0
46,2019-05-11,123602,12158.095,4034.0810000000006,107395.829,27258.478300000002,0.8688842332648339,0.0983648727366871,0.03263766767528034,0.22053428180773776,0.8692217896628195,0.17298524557509531,0.12468569574086669,0.43426656948493686,123554,70284,32354,62769,0,0
47,2019-05-12,110542,11383.234999999999,3629.7850000000003,95522.699,25867.8563,0.8641303667384342,0.10297656094516111,0.032836252284199674,0.23400930234661937,0.8643727683217055,0.17893947968246482,0.12246651371503763,0.45071448260240793,110511,63615,29639,57393,0,0
48,2019-05-13,154147,14401.718,4585.5779999999995,135137.60799999998,32183.4066,0.8766801040565173,0.09342846763154651,0.02974808462052456,0.20878386604993934,0.8770670110787322,0.1715879283229281,0.13429327007555789,0.425509441396179,154079,83932,34146,75635,0,0
49,2019-05-14,152392,14243.884000000004,4781.816,133339.75699999998,32030.9362,0.8749787193553467,0.09346871226836057,0.031378392566538925,0.21018778019843562,0.8753865652142514,0.16608038244038947,0.12749129495827444,0.4230964018703934,152321,85765,37507,75706,0,0
50,2019-05-15,129130,13325.972999999998,4298.223000000001,111486.214,30218.761499999997,0.8633641601486874,0.10319811817548206,0.03328601409432356,0.23401813288933632,0.8637320472593454,0.17357855728651067,0.12312650032942797,0.4381816817469984,129075,76772,34909,68964,0,0
51,2019-05-16,123109,12610.530999999999,4032.1910000000003,106437.74799999999,30152.5609,0.8645813709801883,0.10243386754827022,0.03275301562030396,0.2449257235458009,0.8650381001918013,0.16900798767003952,0.12492846077580866,0.44980996061700035,123044,74615,32276,67034,0,0
52,2019-05-17,113180,10787.582,4067.663,98306.35800000001,23811.6099,0.8685841844848914,0.09531350061848383,0.03593976851033751,0.2103870816398657,0.8689757533435283,0.16497043935709807,0.1321914464918267,0.4107858037470241,113129,65391,30771,57966,0,0
53,2019-05-18,88609,8554.936000000002,2899.328,77137.99399999999,20188.4375,0.8705435565236036,0.09654703246848516,0.032720468575426875,0.22783732465099482,0.8708187308790823,0.1651627700445972,0.12500336293869105,0.43662948504444493,88581,51797,23194,46237,0,0
54,2019-05-19,98868,9607.35,3047.767,86210.73099999999,22651.142,0.8719781021159524,0.09717350406602743,0.03082662742242181,0.22910488732451348,0.8722074725319194,0.16628905235828645,0.12310728278870622,0.4345626199063771,98842,57775,24757,52124,0,0
55,2019-05-20,115007,11127.313000000002,4013.185,99853.815,24874.591800000002,0.8682411940142775,0.09675335414366083,0.034895136817758916,0.21628763292669143,0.8684903978290744,0.1644276594801472,0.12869372113904567,0.4186020867340929,114974,67673,31184,59423,0,0
56,2019-05-21,119638,12221.727,4071.0289999999995,103326.48,26434.979699999996,0.8636593724401945,0.10215589528410707,0.03402789247563483,0.22095805429712964,0.8640204702812991,0.17145360043769203,0.13069953127006548,0.41934325893494495,119588,71283,31148,63039,0,0
57,2019-05-22,114441,11411.564999999999,3914.1220000000003,99099.61799999999,24475.8617,0.8659450546569847,0.09971570503578261,0.03420209540287135,0.2138731896785243,0.8662251145064856,0.1675682442254886,0.12777885870984593,0.41134519343887604,114404,68101,30632,59502,0,0
58,2019-05-23,102064,9937.515,3227.0920000000006,88880.45999999999,22184.683299999997,0.8708306552751214,0.09736552555259445,0.031618317918169,0.21736051203166637,0.871163538348444,0.16737149257250647,0.12105983418989386,0.4175468803523366,102025,59374,26657,53131,0,0
59,2019-05-24,124650,10021.605,3327.213,93090.82400000002,21572.283799999997,0.7468176815082233,0.08039795427196149,0.026692442839951865,0.17306284636983552,0.8748150960418,0.17035723392319851,0.12794512593731974,0.4091704373885664,106412,58827,26005,52722,0,0
60,2019-05-25,92661,9239.925000000001,3149.1460000000006,80259.007,20059.600599999998,0.8661573585435081,0.09971751869718654,0.033985668188342456,0.21648374828676573,0.8664098171297795,0.17265724269377383,0.12337013241400926,0.42356469942355196,92634,53516,25526,47359,0,0
61,2019-05-26,96520,9309.453,2926.8849999999998,84274.72,20598.9582,0.8731322005801907,0.09645102569415664,0.030324129714048898,0.21341647534189806,0.8733765143585546,0.1741712441534144,0.12326840464959568,0.4364186059322034,96493,53450,23744,47200,0,0
62,2019-05-27,118002,11129.662,3673.692,103195.19300000001,25304.0372,0.8745207115133643,0.09431757088862901,0.031132455382112168,0.21443735868883576,0.8747134417169595,0.16839905584724094,0.12266902631227461,0.4285260918897864,117976,66091,29948,59049,0,0
63,2019-05-28,113063,10605.562,3170.067,99263.29000000001,26160.169,0.8779467199702822,0.09380223415264057,0.02803805842760231,0.23137692260067397,0.8782962890866942,0.16446301522811152,0.12052570146756901,0.44609192913050155,113018,64486,26302,58643,0,0
64,2019-05-29,111829,10844.418,3320.6789999999996,97606.475,25773.9802,0.8728189914959448,0.09697321803825483,0.029694256409339256,0.2304767117652845,0.8734594664733729,0.16669871183939497,0.12117939641645074,0.4348937855395259,111747,65054,27403,59265,0,0
65,2019-05-30,116274,10995.894,3892.151,101361.539,24025.8224,0.8717472435798201,0.09456881160018576,0.03347395806457162,0.20663108175516454,0.8721597931491409,0.16676616719242904,0.13716831718061673,0.41026301014309624,116219,65936,28375,58562,0,0
66,2019-05-31,101414,9312.424,3702.596,88388.41199999998,19497.6615,0.8715602579525508,0.09182582286469325,0.03650971266294594,0.19225808566864533,0.8718267559650038,0.16446362785440546,0.12962456238622042,0.3910481648616125,101383,56623,28564,49860,0,0
67,2019-06-01,85098,8671.899000000001,2322.0850000000005,74087.06599999999,21350.8466,0.8706087804648757,0.10190485087781148,0.027287186537873986,0.25089716092035064,0.8709567619674597,0.17564762714954124,0.11644777092422649,0.47666651634220397,85064,49371,19941,44792,0,0
68,2019-06-02,87742,8762.908,2709.759,76253.599,19910.344699999998,0.8690661142896219,0.09987130450639374,0.030883260012308816,0.22691920289029197,0.869393095349394,0.17397077625570775,0.12239753376394598,0.4456508874812543,87709,50370,22139,44677,0,0
69,2019-06-03,95447,8901.110999999999,3156.3060000000005,83371.014,19935.0752,0.8734796693452911,0.09325710603790584,0.03306867685731349,0.2088601548503358,0.873726828757074,0.16464939605260723,0.12984104652597805,0.41847002812880474,95420,54061,24309,47638,0,0
70,2019-06-04,98488,9536.001,3644.5780000000004,85273.35500000001,20940.139,0.8658248212980263,0.09682398870928438,0.03700530013808789,0.21261614612947768,0.866308605853728,0.16963143944784403,0.13514955315756297,0.41456591633505574,98433,56216,26967,50511,0,0
71,2019-06-05,88773,8707.955000000002,3109.0699999999997,76948.02000000002,19550.809999999998,0.8667953093846104,0.09809238169263179,0.035022698342964634,0.22023374224144726,0.8670394825798894,0.16946821967927764,0.13116225109686128,0.42458379481833775,88748,51384,23704,46047,0,0
72,2019-06-06,85195,8602.691,2899.8559999999998,73680.19699999999,20043.2,0.8648417982275953,0.10097647749281062,0.034037866071952576,0.23526263278361406,0.8651870809408061,0.16806069781980154,0.13063002837965673,0.4348992123592336,85161,51188,22199,46087,0,0
73,2019-06-07,84389,8193.653,3256.9429999999993,72933.321,16966.0299,0.8642515138228916,0.09709385109433694,0.03859440211401959,0.20104551422578773,0.8644461419935996,0.16513136097059594,0.13811725541749711,0.3881498490048044,84370,49619,23581,43710,0,0
74,2019-06-08,69983,7144.036,2435.372,60386.66899999999,15344.594200000001,0.8628762556620891,0.1020824485946587,0.034799479873683606,0.2192617378506209,0.8632092886957514,0.16954306191708,0.13508830707787883,0.41277759186528223,69956,42137,18028,37174,0,0
75,2019-06-09,68250,7303.556999999999,2260.823,58670.299999999996,16460.830599999998,0.8596380952380952,0.10701182417582417,0.03312561172161172,0.2411843311355311,0.8599530963722974,0.17568452323679398,0.13199573797290984,0.4476701278215936,68225,41572,17128,36770,0,0
76,2019-06-10,82094,8736.553000000002,2563.311,70789.702,19982.8504,0.862300557897045,0.1064213340804444,0.03122409676712062,0.24341426170000244,0.8624896681124812,0.1753658845018969,0.12328352250865718,0.4465341645996737,82076,49819,20792,44751,0,0
77,2019-06-11,78349,7577.934,2380.227,68382.637,17442.4729,0.8727952749875557,0.09672023893093722,0.030379800635617557,0.2226253417401626,0.8729624045752803,0.16639805889198744,0.11997716618781187,0.43050826587027347,78334,45541,19839,40516,0,0
78,2019-06-12,81612,8062.279,2380.203,71163.299,19738.894200000002,0.8719710214184189,0.09878791109150616,0.029164865460961625,0.24186264519923545,0.8721633821114297,0.16479527011834924,0.12279848320693391,0.4503409504688463,81594,48923,19383,43831,0,0
79,2019-06-13,84976,8421.329,2517.091,74013.91,20117.8605,0.8709978111466767,0.09910244068913575,0.029621198926755788,0.23674755813406137,0.8713567064197503,0.16604876173199778,0.12106637487374344,0.44292955746367235,84941,50716,20791,45420,0,0
80,2019-06-14,88369,8569.459,2847.465,76943.763,19797.941399999996,0.870709898267492,0.09697358802294924,0.032222442259163285,0.22403717819597366,0.8708774334480262,0.16185586929832846,0.1253451159924286,0.4199906956023674,88352,52945,22717,47139,0,0
81,2019-06-15,79008,7839.925000000001,2672.1760000000004,68476.217,17622.1922,0.8666997898946942,0.09922950840421224,0.03382158768732281,0.2230431374038072,0.867116841838673,0.16275534565082003,0.12235238095238098,0.41653135887678167,78970,48170,21840,42307,0,0
82,2019-06-16,95444,8911.535,3173.3500000000004,83349.55799999999,19220.3495,0.8732823226184987,0.09336925317463643,0.033248292192280295,0.20137828988726375,0.8736118354854938,0.16507733772969768,0.12768992435216484,0.40456228293586477,95408,53984,24852,47509,0,0
83,2019-06-17,106323,9702.735,3335.143,93266.331,21374.3836,0.8771980756750657,0.09125715978668773,0.0313680294950293,0.2010325479905571,0.8775777543588924,0.1638117708632304,0.1137071017012717,0.40932196327007414,106277,59231,29331,52219,0,0
84,2019-06-18,114057,10939.467,3725.141,99388.18100000001,25178.7343,0.8713904538958592,0.0959122807017544,0.03266034526596351,0.22075571249462989,0.8716044251900833,0.16239095969717213,0.11993370895041855,0.4228735060965369,114029,67365,31060,59542,0,0
85,2019-06-19,102035,9725.466,3057.1319999999996,89239.80699999999,22666.601699999996,0.8745999607977654,0.09531499975498604,0.029961601411280438,0.22214535894545984,0.8749601149098466,0.16398236325622176,0.11865905915230553,0.4285368895695082,101993,59308,25764,52893,0,0
86,2019-06-20,104429,10214.190999999999,2897.1859999999997,91285.51800000001,24625.2035,0.8741395397830106,0.09780990912485994,0.027743117333307796,0.23580809449482423,0.8750948377510426,0.16991368067338722,0.11895651816875384,0.4519381056379386,104315,60114,24355,54488,0,0
87,2019-06-21,124034,11745.634000000002,4119.992,108137.335,25483.890199999994,0.8718362303884419,0.09469688956253931,0.033216634148701164,0.20545890804134345,0.8725749017582649,0.17008114800388077,0.12984122782137342,0.4104875841628813,123929,69059,31731,62082,0,0
88,2019-06-22,178417,16544.592000000004,8159.8989999999985,153695.826,28314.402200000004,0.861441600295936,0.09272990802445957,0.045734986015906545,0.15869789425895517,0.8618425314297891,0.17051358370779574,0.15455232304865804,0.3552533462146496,178334,97028,52797,79702,0,0
89,2019-06-23,111809,10916.523000000001,4428.519,96452.709,23307.5729,0.8626560384226672,0.09763545868400576,0.039607893818923344,0.2084588262125589,0.8629416043374012,0.16672556356527585,0.13696591717440387,0.4132401847452218,111772,65476,32333,56402,0,0
90,2019-06-24,116531,11583.914999999999,3660.418,101256.784,27348.9247,0.8689257279178931,0.09940629532055847,0.0314115385605547,0.23469226815182226,0.8693211078486924,0.1666486599243285,0.12351255230125524,0.43815063842740193,116478,69511,29636,62419,0,0
91,2019-06-25,133394,13567.892000000002,4363.911,115444.89200000002,31534.8112,0.8654429134743693,0.10171291062566533,0.032714447426420976,0.23640352039821882,0.8656765398401297,0.16764972198195974,0.12812046035054755,0.4356780260012987,133358,80930,34061,72381,0,0
92,2019-06-26,207522,19833.410000000003,7684.817,179989.36299999998,39383.97379999999,0.8673266593421419,0.09557256580025252,0.03703133643661877,0.1897821618912693,0.8677657231567325,0.17224575755996738,0.1402031854338466,0.3892927981179819,207417,115146,54812,101168,0,0
93,2019-06-27,145247,13960.287000000002,5584.178999999999,125674.67399999998,28500.0768,0.8652479844678375,0.09611411595420216,0.03844608838736772,0.19621800656812188,0.8656174811447462,0.1693120565655586,0.13703170474344187,0.39124273182785363,145185,82453,40751,72845,0,0
94,2019-06-28,121794,11328.710000000001,3779.8610000000003,106659.27300000002,25693.796200000004,0.8757350362086803,0.09301533737294121,0.03103487035486149,0.2109610998899782,0.8762458450744725,0.17009819672377294,0.12904072784377987,0.4327813539052368,121723,66601,29292,59369,0,0
95,2019-06-29,95002,9308.716,2944.2769999999996,82736.437,21756.346299999997,0.870891528599398,0.09798442138060252,0.030991737016062816,0.22900935032946673,0.8711482826878936,0.16809108145686993,0.12613644931882442,0.441502218028329,94974,55379,23342,49278,0,0
96,2019-06-30,88487,8670.637999999999,3102.2230000000004,76701.93800000001,19057.4572,0.8668158938601151,0.09798770440855718,0.035058517070304114,0.21537013572615188,0.8671196753188026,0.1673642171907271,0.12366844727925057,0.4198047669398185,88456,51807,25085,45396,0,0
97,2019-07-01,104771,9932.784,3298.211,91430.69399999999,23077.139499999994,0.8726717698599802,0.09480470740949308,0.03148019012894789,0.22026266333241062,0.87367243504601,0.16430045488379785,0.12381136679304777,0.428982981689748,104651,60455,26639,53795,0,0
98,2019-07-02,116180,11608.726999999999,3848.777,100670.696,27524.7768,0.8665062489240832,0.09992018419693578,0.033127707006369425,0.23691493200206576,0.8669913103388881,0.16747784750775443,0.13407102797227158,0.4451542372881356,116115,69315,28707,61832,0,0
